price,quantity,type,timestamp
37488000,0.0263,0,2023-05-08 16:56:32
37486000,0.0229,0,2023-05-08 16:56:32
37484000,0.08,0,2023-05-08 16:56:32
37480000,0.5329,0,2023-05-08 16:56:32
37477000,1.3099,0,2023-05-08 16:56:32
37496000,0.088,1,2023-05-08 16:56:32
37497000,0.0846,1,2023-05-08 16:56:32
37499000,0.0524,1,2023-05-08 16:56:32
37500000,0.2535,1,2023-05-08 16:56:32
37501000,0.1537,1,2023-05-08 16:56:32
price,quantity,type,timestamp
37486000,0.0229,0,2023-05-08 16:56:35
37484000,0.08,0,2023-05-08 16:56:35
37480000,0.5329,0,2023-05-08 16:56:35
37477000,1.3099,0,2023-05-08 16:56:35
37476000,1.302,0,2023-05-08 16:56:35
37488000,0.0913,1,2023-05-08 16:56:35
37496000,0.088,1,2023-05-08 16:56:35
37497000,0.0846,1,2023-05-08 16:56:35
37499000,0.0524,1,2023-05-08 16:56:35
37500000,0.2535,1,2023-05-08 16:56:35
price,quantity,type,timestamp
37495000,0.0415,0,2023-05-08 16:56:37
37487000,0.0214,0,2023-05-08 16:56:37
37486000,0.077,0,2023-05-08 16:56:37
37485000,0.5328,0,2023-05-08 16:56:37
37484000,0.08,0,2023-05-08 16:56:37
37496000,0.0816,1,2023-05-08 16:56:37
37499000,0.0471,1,2023-05-08 16:56:37
37500000,0.2535,1,2023-05-08 16:56:37
37501000,0.0892,1,2023-05-08 16:56:37
37502000,0.0593,1,2023-05-08 16:56:37
price,quantity,type,timestamp
37495000,0.0415,0,2023-05-08 16:56:39
37490000,0.5328,0,2023-05-08 16:56:39
37489000,0.0278,0,2023-05-08 16:56:39
37488000,1.302,0,2023-05-08 16:56:39
37487000,0.0214,0,2023-05-08 16:56:39
37496000,0.0745,1,2023-05-08 16:56:39
37500000,0.2535,1,2023-05-08 16:56:39
37504000,0.0863,1,2023-05-08 16:56:39
37506000,0.0151,1,2023-05-08 16:56:39
37507000,0.0497,1,2023-05-08 16:56:39
price,quantity,type,timestamp
37496000,1.2388,0,2023-05-08 16:56:41
37489000,0.0278,0,2023-05-08 16:56:41
37487000,0.0214,0,2023-05-08 16:56:41
37486000,0.077,0,2023-05-08 16:56:41
37485000,0.0052,0,2023-05-08 16:56:41
37500000,0.2535,1,2023-05-08 16:56:41
37504000,0.0863,1,2023-05-08 16:56:41
37506000,0.0151,1,2023-05-08 16:56:41
37507000,0.0497,1,2023-05-08 16:56:41
37508000,0.0636,1,2023-05-08 16:56:41
price,quantity,type,timestamp
37496000,1.2385,0,2023-05-08 16:56:43
37491000,0.5328,0,2023-05-08 16:56:43
37489000,0.0278,0,2023-05-08 16:56:43
37487000,0.0214,0,2023-05-08 16:56:43
37486000,0.077,0,2023-05-08 16:56:43
37500000,0.2464,1,2023-05-08 16:56:43
37506000,0.1045,1,2023-05-08 16:56:43
37507000,0.0497,1,2023-05-08 16:56:43
37508000,0.0636,1,2023-05-08 16:56:43
37512000,0.14,1,2023-05-08 16:56:43
price,quantity,type,timestamp
37496000,0.3726,0,2023-05-08 16:56:44
37495000,0.5328,0,2023-05-08 16:56:44
37489000,0.0278,0,2023-05-08 16:56:44
37487000,0.0214,0,2023-05-08 16:56:44
37486000,0.077,0,2023-05-08 16:56:44
37500000,0.2464,1,2023-05-08 16:56:44
37506000,0.1045,1,2023-05-08 16:56:44
37507000,0.0497,1,2023-05-08 16:56:44
37508000,0.0636,1,2023-05-08 16:56:44
37512000,0.14,1,2023-05-08 16:56:44
price,quantity,type,timestamp
37496000,0.1341,0,2023-05-08 16:56:46
37495000,0.5328,0,2023-05-08 16:56:46
37492000,1.302,0,2023-05-08 16:56:46
37489000,0.0278,0,2023-05-08 16:56:46
37487000,0.0214,0,2023-05-08 16:56:46
37500000,0.2393,1,2023-05-08 16:56:46
37506000,0.1045,1,2023-05-08 16:56:46
37507000,0.0497,1,2023-05-08 16:56:46
37508000,0.0636,1,2023-05-08 16:56:46
37512000,0.14,1,2023-05-08 16:56:46
price,quantity,type,timestamp
37496000,0.1216,0,2023-05-08 16:56:48
37495000,0.5328,0,2023-05-08 16:56:48
37492000,1.302,0,2023-05-08 16:56:48
37489000,0.0278,0,2023-05-08 16:56:48
37487000,0.0214,0,2023-05-08 16:56:48
37500000,0.2322,1,2023-05-08 16:56:48
37506000,0.1045,1,2023-05-08 16:56:48
37507000,0.0497,1,2023-05-08 16:56:48
37508000,0.0636,1,2023-05-08 16:56:48
37512000,0.14,1,2023-05-08 16:56:48
price,quantity,type,timestamp
37497000,0.5328,0,2023-05-08 16:56:50
37496000,0.1695,0,2023-05-08 16:56:50
37492000,1.302,0,2023-05-08 16:56:50
37489000,0.033,0,2023-05-08 16:56:50
37487000,0.0214,0,2023-05-08 16:56:50
37500000,0.0819,1,2023-05-08 16:56:50
37512000,0.0847,1,2023-05-08 16:56:50
37514000,0.016,1,2023-05-08 16:56:50
37515000,0.0047,1,2023-05-08 16:56:50
37516000,0.0577,1,2023-05-08 16:56:50
price,quantity,type,timestamp
37497000,0.5606,0,2023-05-08 16:56:52
37496000,0.1722,0,2023-05-08 16:56:52
37492000,1.302,0,2023-05-08 16:56:52
37489000,0.0052,0,2023-05-08 16:56:52
37487000,0.0214,0,2023-05-08 16:56:52
37500000,0.0659,1,2023-05-08 16:56:52
37509000,0.088,1,2023-05-08 16:56:52
37512000,0.0847,1,2023-05-08 16:56:52
37514000,0.016,1,2023-05-08 16:56:52
37515000,0.0047,1,2023-05-08 16:56:52
price,quantity,type,timestamp
37507000,0.0412,0,2023-05-08 16:56:55
37500000,1.302,0,2023-05-08 16:56:55
37497000,0.033,0,2023-05-08 16:56:55
37496000,0.1722,0,2023-05-08 16:56:55
37487000,0.0214,0,2023-05-08 16:56:55
37515000,0.0047,1,2023-05-08 16:56:55
37516000,0.0885,1,2023-05-08 16:56:55
37519000,0.0574,1,2023-05-08 16:56:55
37520000,0.0494,1,2023-05-08 16:56:55
37523000,0.1968,1,2023-05-08 16:56:55
price,quantity,type,timestamp
37508000,0.5328,0,2023-05-08 16:56:57
37507000,0.0412,0,2023-05-08 16:56:57
37500000,1.302,0,2023-05-08 16:56:57
37497000,1.3298,0,2023-05-08 16:56:57
37496000,0.1722,0,2023-05-08 16:56:57
37519000,0.1422,1,2023-05-08 16:56:57
37520000,0.0494,1,2023-05-08 16:56:57
37523000,0.1968,1,2023-05-08 16:56:57
37524000,0.1427,1,2023-05-08 16:56:57
37526000,0.0577,1,2023-05-08 16:56:57
price,quantity,type,timestamp
37508000,0.5328,0,2023-05-08 16:56:59
37500000,1.302,0,2023-05-08 16:56:59
37497000,1.3298,0,2023-05-08 16:56:59
37496000,0.0506,0,2023-05-08 16:56:59
37487000,0.0214,0,2023-05-08 16:56:59
37519000,0.1298,1,2023-05-08 16:56:59
37520000,0.0494,1,2023-05-08 16:56:59
37523000,0.1968,1,2023-05-08 16:56:59
37524000,0.1427,1,2023-05-08 16:56:59
37526000,0.0577,1,2023-05-08 16:56:59
price,quantity,type,timestamp
37508000,0.5328,0,2023-05-08 16:57:01
37500000,1.302,0,2023-05-08 16:57:01
37497000,1.3298,0,2023-05-08 16:57:01
37496000,0.0506,0,2023-05-08 16:57:01
37487000,0.0214,0,2023-05-08 16:57:01
37519000,0.1203,1,2023-05-08 16:57:01
37520000,0.0583,1,2023-05-08 16:57:01
37523000,0.1968,1,2023-05-08 16:57:01
37524000,0.1427,1,2023-05-08 16:57:01
37526000,0.0577,1,2023-05-08 16:57:01
price,quantity,type,timestamp
37501000,0.0052,0,2023-05-08 16:57:03
37500000,1.302,0,2023-05-08 16:57:03
37497000,1.3298,0,2023-05-08 16:57:03
37496000,0.0506,0,2023-05-08 16:57:03
37487000,0.0214,0,2023-05-08 16:57:03
37519000,0.1144,1,2023-05-08 16:57:03
37520000,0.0583,1,2023-05-08 16:57:03
37523000,0.1968,1,2023-05-08 16:57:03
37524000,0.1427,1,2023-05-08 16:57:03
37526000,0.0982,1,2023-05-08 16:57:03
price,quantity,type,timestamp
37502000,0.5328,0,2023-05-08 16:57:05
37501000,0.0052,0,2023-05-08 16:57:05
37500000,1.302,0,2023-05-08 16:57:05
37497000,1.3298,0,2023-05-08 16:57:05
37496000,0.0506,0,2023-05-08 16:57:05
37519000,0.0805,1,2023-05-08 16:57:05
37520000,0.0583,1,2023-05-08 16:57:05
37523000,0.1968,1,2023-05-08 16:57:05
37524000,0.1585,1,2023-05-08 16:57:05
37526000,0.0982,1,2023-05-08 16:57:05
price,quantity,type,timestamp
37503000,0.0052,0,2023-05-08 16:57:07
37500000,1.302,0,2023-05-08 16:57:07
37497000,1.3298,0,2023-05-08 16:57:07
37496000,0.0506,0,2023-05-08 16:57:07
37490000,0.5326,0,2023-05-08 16:57:07
37519000,0.0559,1,2023-05-08 16:57:07
37520000,0.0494,1,2023-05-08 16:57:07
37523000,0.1352,1,2023-05-08 16:57:07
37524000,0.1585,1,2023-05-08 16:57:07
37526000,0.0898,1,2023-05-08 16:57:07
price,quantity,type,timestamp
37505000,0.0258,0,2023-05-08 16:57:09
37504000,0.5326,0,2023-05-08 16:57:09
37503000,0.0052,0,2023-05-08 16:57:09
37500000,1.302,0,2023-05-08 16:57:09
37497000,1.302,0,2023-05-08 16:57:09
37519000,0.0464,1,2023-05-08 16:57:09
37520000,0.0772,1,2023-05-08 16:57:09
37523000,0.1352,1,2023-05-08 16:57:09
37524000,0.1585,1,2023-05-08 16:57:09
37526000,0.0898,1,2023-05-08 16:57:09
price,quantity,type,timestamp
37507000,0.5325,0,2023-05-08 16:57:11
37506000,0.0052,0,2023-05-08 16:57:11
37505000,0.0258,0,2023-05-08 16:57:11
37503000,0.0559,0,2023-05-08 16:57:11
37500000,1.302,0,2023-05-08 16:57:11
37520000,0.0407,1,2023-05-08 16:57:11
37521000,0.0618,1,2023-05-08 16:57:11
37523000,0.1352,1,2023-05-08 16:57:11
37524000,0.1585,1,2023-05-08 16:57:11
37526000,0.0898,1,2023-05-08 16:57:11
price,quantity,type,timestamp
37516000,1.302,0,2023-05-08 16:57:13
37513000,0.0278,0,2023-05-08 16:57:13
37509000,0.5325,0,2023-05-08 16:57:13
37506000,0.0052,0,2023-05-08 16:57:13
37504000,0.0014,0,2023-05-08 16:57:13
37523000,0.1352,1,2023-05-08 16:57:13
37524000,0.0049,1,2023-05-08 16:57:13
37526000,0.0321,1,2023-05-08 16:57:13
37527000,0.0108,1,2023-05-08 16:57:13
37529000,0.0501,1,2023-05-08 16:57:13
price,quantity,type,timestamp
37516000,1.302,0,2023-05-08 16:57:15
37515000,0.5325,0,2023-05-08 16:57:15
37513000,0.0278,0,2023-05-08 16:57:15
37506000,1.302,0,2023-05-08 16:57:15
37504000,0.0014,0,2023-05-08 16:57:15
37523000,0.1069,1,2023-05-08 16:57:15
37529000,0.0408,1,2023-05-08 16:57:15
37531000,0.0866,1,2023-05-08 16:57:15
37532000,0.0835,1,2023-05-08 16:57:15
37533000,0.0056,1,2023-05-08 16:57:15
price,quantity,type,timestamp
37516000,1.302,0,2023-05-08 16:57:16
37515000,0.5325,0,2023-05-08 16:57:16
37513000,0.0278,0,2023-05-08 16:57:16
37506000,1.302,0,2023-05-08 16:57:16
37504000,0.0014,0,2023-05-08 16:57:16
37523000,0.1069,1,2023-05-08 16:57:16
37529000,0.0408,1,2023-05-08 16:57:16
37531000,0.0866,1,2023-05-08 16:57:16
37532000,0.0835,1,2023-05-08 16:57:16
37533000,0.0056,1,2023-05-08 16:57:16
price,quantity,type,timestamp
37516000,1.302,0,2023-05-08 16:57:18
37513000,0.5325,0,2023-05-08 16:57:18
37506000,1.302,0,2023-05-08 16:57:18
37505000,0.0278,0,2023-05-08 16:57:18
37504000,0.0014,0,2023-05-08 16:57:18
37522000,0.0832,1,2023-05-08 16:57:18
37523000,0.0594,1,2023-05-08 16:57:18
37526000,0.0876,1,2023-05-08 16:57:18
37528000,0.0088,1,2023-05-08 16:57:18
37529000,0.1253,1,2023-05-08 16:57:18
price,quantity,type,timestamp
37513000,0.5325,0,2023-05-08 16:57:21
37506000,1.302,0,2023-05-08 16:57:21
37505000,0.0278,0,2023-05-08 16:57:21
37504000,0.0014,0,2023-05-08 16:57:21
37503000,0.0573,0,2023-05-08 16:57:21
37514000,0.0197,1,2023-05-08 16:57:21
37516000,0.1135,1,2023-05-08 16:57:21
37521000,0.0883,1,2023-05-08 16:57:21
37523000,0.0152,1,2023-05-08 16:57:21
37525000,0.0052,1,2023-05-08 16:57:21
price,quantity,type,timestamp
37513000,0.5325,0,2023-05-08 16:57:23
37506000,0.0087,0,2023-05-08 16:57:23
37505000,0.0278,0,2023-05-08 16:57:23
37504000,0.0865,0,2023-05-08 16:57:23
37503000,0.0573,0,2023-05-08 16:57:23
37521000,0.0865,1,2023-05-08 16:57:23
37523000,0.0152,1,2023-05-08 16:57:23
37524000,0.0857,1,2023-05-08 16:57:23
37525000,0.0052,1,2023-05-08 16:57:23
37526000,0.0456,1,2023-05-08 16:57:23
price,quantity,type,timestamp
37513000,0.5325,0,2023-05-08 16:57:25
37506000,0.0087,0,2023-05-08 16:57:25
37505000,0.0278,0,2023-05-08 16:57:25
37504000,0.0865,0,2023-05-08 16:57:25
37503000,0.0573,0,2023-05-08 16:57:25
37521000,0.0865,1,2023-05-08 16:57:25
37523000,0.0152,1,2023-05-08 16:57:25
37524000,0.0857,1,2023-05-08 16:57:25
37525000,0.0052,1,2023-05-08 16:57:25
37526000,0.0456,1,2023-05-08 16:57:25
price,quantity,type,timestamp
37513000,0.5296,0,2023-05-08 16:57:28
37508000,0.0052,0,2023-05-08 16:57:28
37506000,0.0114,0,2023-05-08 16:57:28
37505000,0.0278,0,2023-05-08 16:57:28
37504000,0.0865,0,2023-05-08 16:57:28
37523000,0.0152,1,2023-05-08 16:57:28
37525000,0.0052,1,2023-05-08 16:57:28
37526000,0.0456,1,2023-05-08 16:57:28
37527000,0.084,1,2023-05-08 16:57:28
37528000,0.0907,1,2023-05-08 16:57:28
price,quantity,type,timestamp
37510000,0.0884,0,2023-05-08 16:57:29
37508000,0.0052,0,2023-05-08 16:57:29
37507000,0.0873,0,2023-05-08 16:57:29
37506000,0.0114,0,2023-05-08 16:57:29
37505000,0.0278,0,2023-05-08 16:57:29
37528000,0.0416,1,2023-05-08 16:57:29
37531000,0.0866,1,2023-05-08 16:57:29
37532000,0.0835,1,2023-05-08 16:57:29
37533000,0.0056,1,2023-05-08 16:57:29
37535000,0.063,1,2023-05-08 16:57:29
price,quantity,type,timestamp
37520000,0.5325,0,2023-05-08 16:57:31
37519000,1.302,0,2023-05-08 16:57:31
37515000,0.0092,0,2023-05-08 16:57:31
37514000,0.0867,0,2023-05-08 16:57:31
37510000,0.0884,0,2023-05-08 16:57:31
37531000,0.0866,1,2023-05-08 16:57:31
37532000,0.0835,1,2023-05-08 16:57:31
37533000,0.0056,1,2023-05-08 16:57:31
37536000,0.0546,1,2023-05-08 16:57:31
37537000,0.041,1,2023-05-08 16:57:31
price,quantity,type,timestamp
37522000,0.0089,0,2023-05-08 16:57:33
37521000,0.5325,0,2023-05-08 16:57:33
37520000,0.0052,0,2023-05-08 16:57:33
37519000,1.302,0,2023-05-08 16:57:33
37515000,0.0092,0,2023-05-08 16:57:33
37532000,0.0316,1,2023-05-08 16:57:33
37533000,0.0056,1,2023-05-08 16:57:33
37537000,0.041,1,2023-05-08 16:57:33
37538000,0.0436,1,2023-05-08 16:57:33
37539000,0.0658,1,2023-05-08 16:57:33
price,quantity,type,timestamp
37521000,0.5027,0,2023-05-08 16:57:36
37519000,1.302,0,2023-05-08 16:57:36
37514000,0.0278,0,2023-05-08 16:57:36
37510000,0.0884,0,2023-05-08 16:57:36
37507000,0.0873,0,2023-05-08 16:57:36
37530000,0.0834,1,2023-05-08 16:57:36
37531000,0.0839,1,2023-05-08 16:57:36
37532000,0.0394,1,2023-05-08 16:57:36
37533000,0.0056,1,2023-05-08 16:57:36
37536000,0.1038,1,2023-05-08 16:57:36
price,quantity,type,timestamp
37519000,1.302,0,2023-05-08 16:57:37
37517000,0.0052,0,2023-05-08 16:57:37
37514000,0.0278,0,2023-05-08 16:57:37
37513000,0.5325,0,2023-05-08 16:57:37
37510000,0.0884,0,2023-05-08 16:57:37
37530000,0.0834,1,2023-05-08 16:57:37
37531000,0.0839,1,2023-05-08 16:57:37
37532000,0.0394,1,2023-05-08 16:57:37
37533000,0.0056,1,2023-05-08 16:57:37
37536000,0.1038,1,2023-05-08 16:57:37
price,quantity,type,timestamp
37520000,0.5325,0,2023-05-08 16:57:39
37519000,1.302,0,2023-05-08 16:57:39
37517000,0.0142,0,2023-05-08 16:57:39
37513000,0.0837,0,2023-05-08 16:57:39
37510000,0.0884,0,2023-05-08 16:57:39
37531000,0.0839,1,2023-05-08 16:57:39
37532000,0.0316,1,2023-05-08 16:57:39
37533000,0.0056,1,2023-05-08 16:57:39
37536000,0.1038,1,2023-05-08 16:57:39
37537000,0.041,1,2023-05-08 16:57:39
price,quantity,type,timestamp
37517000,0.009,0,2023-05-08 16:57:42
37516000,1.302,0,2023-05-08 16:57:42
37514000,0.0278,0,2023-05-08 16:57:42
37513000,1.3857,0,2023-05-08 16:57:42
37510000,0.0884,0,2023-05-08 16:57:42
37532000,0.1023,1,2023-05-08 16:57:42
37533000,0.0056,1,2023-05-08 16:57:42
37536000,0.0865,1,2023-05-08 16:57:42
37537000,0.08,1,2023-05-08 16:57:42
37538000,0.1072,1,2023-05-08 16:57:42
price,quantity,type,timestamp
37518000,0.0052,0,2023-05-08 16:57:43
37517000,0.009,0,2023-05-08 16:57:43
37516000,1.302,0,2023-05-08 16:57:43
37514000,0.0278,0,2023-05-08 16:57:43
37513000,1.3857,0,2023-05-08 16:57:43
37531000,0.0072,1,2023-05-08 16:57:43
37532000,0.1023,1,2023-05-08 16:57:43
37533000,0.0056,1,2023-05-08 16:57:43
37536000,0.0865,1,2023-05-08 16:57:43
37537000,0.08,1,2023-05-08 16:57:43
price,quantity,type,timestamp
37519000,0.5325,0,2023-05-08 16:57:46
37518000,0.0052,0,2023-05-08 16:57:46
37517000,0.009,0,2023-05-08 16:57:46
37516000,1.302,0,2023-05-08 16:57:46
37514000,0.0278,0,2023-05-08 16:57:46
37531000,0.0072,1,2023-05-08 16:57:46
37532000,0.1023,1,2023-05-08 16:57:46
37533000,0.0056,1,2023-05-08 16:57:46
37536000,0.0865,1,2023-05-08 16:57:46
37537000,0.08,1,2023-05-08 16:57:46
price,quantity,type,timestamp
37522000,0.5325,0,2023-05-08 16:57:48
37521000,0.0137,0,2023-05-08 16:57:48
37518000,0.0011,0,2023-05-08 16:57:48
37517000,0.009,0,2023-05-08 16:57:48
37516000,1.302,0,2023-05-08 16:57:48
37531000,0.0001,1,2023-05-08 16:57:48
37532000,0.0162,1,2023-05-08 16:57:48
37533000,0.0056,1,2023-05-08 16:57:48
37536000,0.0865,1,2023-05-08 16:57:48
37537000,0.08,1,2023-05-08 16:57:48
price,quantity,type,timestamp
37531000,0.0002,0,2023-05-08 16:57:50
37523000,0.5325,0,2023-05-08 16:57:50
37521000,0.0052,0,2023-05-08 16:57:50
37518000,0.0011,0,2023-05-08 16:57:50
37517000,0.0628,0,2023-05-08 16:57:50
37536000,0.0865,1,2023-05-08 16:57:50
37537000,0.041,1,2023-05-08 16:57:50
37538000,0.0436,1,2023-05-08 16:57:50
37539000,0.0324,1,2023-05-08 16:57:50
37540000,0.0631,1,2023-05-08 16:57:50
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:57:52
37517000,0.0538,0,2023-05-08 16:57:52
37516000,1.302,0,2023-05-08 16:57:52
37513000,1.302,0,2023-05-08 16:57:52
37507000,0.0873,0,2023-05-08 16:57:52
37527000,0.0695,1,2023-05-08 16:57:52
37529000,0.1855,1,2023-05-08 16:57:52
37530000,0.0693,1,2023-05-08 16:57:52
37531000,0.0156,1,2023-05-08 16:57:52
37532000,0.0854,1,2023-05-08 16:57:52
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:57:54
37517000,0.0538,0,2023-05-08 16:57:54
37513000,1.302,0,2023-05-08 16:57:54
37510000,0.0881,0,2023-05-08 16:57:54
37509000,0.0052,0,2023-05-08 16:57:54
37527000,0.1034,1,2023-05-08 16:57:54
37529000,0.241,1,2023-05-08 16:57:54
37530000,0.0056,1,2023-05-08 16:57:54
37531000,0.0156,1,2023-05-08 16:57:54
37532000,0.0854,1,2023-05-08 16:57:54
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:57:56
37517000,0.0538,0,2023-05-08 16:57:56
37513000,1.302,0,2023-05-08 16:57:56
37510000,0.0881,0,2023-05-08 16:57:56
37509000,0.0052,0,2023-05-08 16:57:56
37527000,0.1034,1,2023-05-08 16:57:56
37529000,0.241,1,2023-05-08 16:57:56
37530000,0.0056,1,2023-05-08 16:57:56
37531000,0.0156,1,2023-05-08 16:57:56
37532000,0.0854,1,2023-05-08 16:57:56
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:57:57
37517000,0.0538,0,2023-05-08 16:57:57
37516000,0.0159,0,2023-05-08 16:57:57
37513000,1.302,0,2023-05-08 16:57:57
37510000,0.0881,0,2023-05-08 16:57:57
37527000,0.0963,1,2023-05-08 16:57:57
37529000,0.2748,1,2023-05-08 16:57:57
37530000,0.0056,1,2023-05-08 16:57:57
37531000,0.0156,1,2023-05-08 16:57:57
37532000,0.0854,1,2023-05-08 16:57:57
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:57:59
37517000,0.0538,0,2023-05-08 16:57:59
37516000,0.0159,0,2023-05-08 16:57:59
37513000,1.302,0,2023-05-08 16:57:59
37510000,0.0881,0,2023-05-08 16:57:59
37527000,0.0963,1,2023-05-08 16:57:59
37529000,0.2748,1,2023-05-08 16:57:59
37530000,0.0056,1,2023-05-08 16:57:59
37531000,0.0156,1,2023-05-08 16:57:59
37532000,0.0854,1,2023-05-08 16:57:59
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:58:00
37517000,0.0538,0,2023-05-08 16:58:00
37516000,0.0159,0,2023-05-08 16:58:00
37510000,0.0881,0,2023-05-08 16:58:00
37509000,0.0416,0,2023-05-08 16:58:00
37527000,0.0963,1,2023-05-08 16:58:00
37529000,0.2748,1,2023-05-08 16:58:00
37530000,0.0056,1,2023-05-08 16:58:00
37531000,0.0156,1,2023-05-08 16:58:00
37532000,0.0854,1,2023-05-08 16:58:00
price,quantity,type,timestamp
37518000,0.0011,0,2023-05-08 16:58:01
37517000,0.0538,0,2023-05-08 16:58:01
37516000,0.0159,0,2023-05-08 16:58:01
37510000,0.0881,0,2023-05-08 16:58:01
37509000,0.1116,0,2023-05-08 16:58:01
37527000,0.0963,1,2023-05-08 16:58:01
37529000,0.2748,1,2023-05-08 16:58:01
37530000,0.0056,1,2023-05-08 16:58:01
37531000,0.0156,1,2023-05-08 16:58:01
37532000,0.0854,1,2023-05-08 16:58:01
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:02
37517000,0.0538,0,2023-05-08 16:58:02
37516000,0.0159,0,2023-05-08 16:58:02
37513000,1.302,0,2023-05-08 16:58:02
37510000,0.0881,0,2023-05-08 16:58:02
37527000,0.0963,1,2023-05-08 16:58:02
37529000,0.2748,1,2023-05-08 16:58:02
37530000,0.0056,1,2023-05-08 16:58:02
37531000,0.0156,1,2023-05-08 16:58:02
37532000,0.0854,1,2023-05-08 16:58:02
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:04
37517000,0.0538,0,2023-05-08 16:58:04
37516000,0.0159,0,2023-05-08 16:58:04
37513000,1.302,0,2023-05-08 16:58:04
37510000,0.1581,0,2023-05-08 16:58:04
37523000,0.2544,1,2023-05-08 16:58:04
37527000,0.0963,1,2023-05-08 16:58:04
37529000,0.1546,1,2023-05-08 16:58:04
37530000,0.0056,1,2023-05-08 16:58:04
37531000,0.0156,1,2023-05-08 16:58:04
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:05
37517000,0.0538,0,2023-05-08 16:58:05
37516000,0.0159,0,2023-05-08 16:58:05
37510000,0.1581,0,2023-05-08 16:58:05
37509000,0.1116,0,2023-05-08 16:58:05
37523000,0.2544,1,2023-05-08 16:58:05
37527000,0.1309,1,2023-05-08 16:58:05
37529000,0.1546,1,2023-05-08 16:58:05
37530000,0.0056,1,2023-05-08 16:58:05
37531000,0.0156,1,2023-05-08 16:58:05
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:07
37517000,0.0538,0,2023-05-08 16:58:07
37516000,0.0159,0,2023-05-08 16:58:07
37515000,0.0088,0,2023-05-08 16:58:07
37510000,0.1581,0,2023-05-08 16:58:07
37523000,0.2473,1,2023-05-08 16:58:07
37527000,0.0346,1,2023-05-08 16:58:07
37529000,0.1332,1,2023-05-08 16:58:07
37530000,0.0056,1,2023-05-08 16:58:07
37531000,0.0156,1,2023-05-08 16:58:07
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:08
37517000,0.0538,0,2023-05-08 16:58:08
37516000,0.0159,0,2023-05-08 16:58:08
37515000,0.0088,0,2023-05-08 16:58:08
37514000,0.088,0,2023-05-08 16:58:08
37523000,0.2083,1,2023-05-08 16:58:08
37527000,0.0346,1,2023-05-08 16:58:08
37529000,0.0439,1,2023-05-08 16:58:08
37530000,0.0681,1,2023-05-08 16:58:08
37531000,0.0156,1,2023-05-08 16:58:08
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:10
37517000,0.0538,0,2023-05-08 16:58:10
37510000,0.1633,0,2023-05-08 16:58:10
37509000,0.1116,0,2023-05-08 16:58:10
37507000,0.0873,0,2023-05-08 16:58:10
37523000,0.1609,1,2023-05-08 16:58:10
37527000,0.0741,1,2023-05-08 16:58:10
37529000,0.0439,1,2023-05-08 16:58:10
37530000,0.1528,1,2023-05-08 16:58:10
37531000,0.0156,1,2023-05-08 16:58:10
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:11
37517000,0.0538,0,2023-05-08 16:58:11
37512000,0.5321,0,2023-05-08 16:58:11
37510000,0.1633,0,2023-05-08 16:58:11
37509000,0.1116,0,2023-05-08 16:58:11
37523000,0.1609,1,2023-05-08 16:58:11
37527000,0.0741,1,2023-05-08 16:58:11
37529000,0.0439,1,2023-05-08 16:58:11
37530000,0.1528,1,2023-05-08 16:58:11
37531000,0.0156,1,2023-05-08 16:58:11
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:12
37517000,0.0538,0,2023-05-08 16:58:12
37512000,0.5321,0,2023-05-08 16:58:12
37510000,0.1633,0,2023-05-08 16:58:12
37509000,0.1116,0,2023-05-08 16:58:12
37523000,0.0086,1,2023-05-08 16:58:12
37527000,0.0741,1,2023-05-08 16:58:12
37529000,0.0439,1,2023-05-08 16:58:12
37530000,0.1528,1,2023-05-08 16:58:12
37531000,0.0156,1,2023-05-08 16:58:12
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:14
37517000,0.0538,0,2023-05-08 16:58:14
37512000,0.5321,0,2023-05-08 16:58:14
37510000,0.1633,0,2023-05-08 16:58:14
37509000,0.1116,0,2023-05-08 16:58:14
37523000,0.0015,1,2023-05-08 16:58:14
37527000,0.0741,1,2023-05-08 16:58:14
37529000,0.0439,1,2023-05-08 16:58:14
37530000,0.1528,1,2023-05-08 16:58:14
37531000,0.0156,1,2023-05-08 16:58:14
price,quantity,type,timestamp
37518000,0.0549,0,2023-05-08 16:58:15
37517000,0.0538,0,2023-05-08 16:58:15
37512000,0.6021,0,2023-05-08 16:58:15
37510000,0.1633,0,2023-05-08 16:58:15
37509000,0.1116,0,2023-05-08 16:58:15
37523000,0.0015,1,2023-05-08 16:58:15
